Date_Key,Model_Key,Region_Key,Vehicle_Key,Sales_Class_Key,Sales_Volume,Price_USD,Revenue_USD,Engine_Size_L,Mileage_KM,Vehicle_Age
9,6,6,40,2,2538,42310,107382780,2.3,102142,12
4,9,1,33,2,2300,78458,180453400,3.7,58429,0
14,1,2,36,1,8052,112676,907267152,1.7,191728,14
7,3,1,10,2,1693,64510,109215430,2.5,148863,10
1,6,5,16,2,5431,111150,603655650,2.2,3517,8
10,6,3,12,2,503,90629,45586387,2.2,103203,9
12,6,5,38,2,421,99184,41756464,3.9,14099,3
14,9,4,47,2,1701,82819,140875119,4.4,18925,14
7,6,2,15,1,9021,119039,1073850819,4.0,49607,10
4,3,5,5,1,9521,33214,316230494,3.8,48004,0
7,11,1,27,2,1777,113268,201277236,4.7,165214,10
10,9,6,43,2,3290,119178,392095620,1.7,40365,9
9,9,6,13,2,5427,74402,403779654,2.1,121128,12
7,3,2,20,1,8413,39388,331371244,3.0,140851,10
1,2,6,31,1,8134,31447,255789898,2.8,73090,8
7,7,5,46,2,3997,65328,261116016,3.0,197977,10
7,2,2,7,2,4135,104408,431727080,2.2,147408,10
7,4,1,29,2,1142,62793,71709606,2.0,43518,10
8,6,5,45,2,4677,59387,277752999,3.3,21242,5
8,9,3,31,2,4498,63480,285533040,4.7,137693,5
9,1,6,40,1,9961,53591,533819951,2.9,31446,12
14,5,3,45,1,8619,50314,433656366,1.7,112536,14
7,5,2,36,2,5774,48803,281788522,4.0,179185,10
13,6,3,26,1,9979,52870,527589730,2.5,97987,1
15,9,5,8,2,4366,69138,301856508,2.4,33911,6
13,7,3,26,2,1523,102510,156122730,2.6,174282,1
14,5,1,14,2,3422,32353,110711966,4.0,164797,14
9,9,1,33,2,632,117863,74489416,4.4,148264,12
3,3,3,4,2,5230,32200,168406000,3.6,104677,2
3,8,6,44,2,2110,47220,99634200,2.6,75040,2
2,11,1,16,2,4229,97680,413088720,2.6,144099,11
13,1,2,3,2,4180,85255,356365900,1.9,139301,1
14,1,2,22,2,5342,57319,306198098,4.8,191633,14
14,8,3,34,2,1538,82369,126683522,3.7,68021,14
6,1,2,10,2,4752,98830,469640160,1.6,25648,7
11,3,5,33,2,3775,50904,192162600,3.8,199996,13
12,10,1,6,2,2031,85400,173447400,3.1,197135,3
4,11,4,13,2,934,33869,31633646,4.9,194773,0
6,3,3,41,2,6111,83045,507487995,4.4,111188,7
1,1,2,47,1,8208,47610,390782880,2.1,130801,8
8,6,5,34,1,7357,39256,288806392,4.0,95019,5
8,10,3,45,1,9115,46036,419618140,3.2,189982,5
11,5,1,4,1,7061,36553,258100733,2.2,129690,13
10,5,1,21,2,3867,73348,283636716,3.9,140787,9
10,3,6,23,1,9727,67357,655181539,3.4,194161,9
9,7,6,31,2,4281,104449,447146169,1.6,27620,12
5,11,4,6,2,758,112855,85544090,3.8,112386,4
11,9,6,41,2,3023,42377,128105671,3.7,122462,13
12,10,2,28,2,5680,76608,435133440,2.0,183969,3
14,5,1,12,2,6105,65289,398589345,2.7,107993,14
10,2,4,18,2,138,38101,5257938,3.6,4233,9
12,11,5,38,2,6238,117454,732678052,2.0,10405,3
7,1,5,9,2,749,59268,44391732,4.5,155236,10
13,5,1,39,2,3277,98512,322823824,1.6,199654,1
13,1,3,20,2,1106,34330,37968980,1.9,47837,1
5,8,1,19,1,7612,102395,779430740,1.9,29414,4
15,1,2,25,2,6633,50933,337838589,3.3,151280,6
14,7,1,27,2,281,83078,23344918,3.7,186331,14
4,1,1,12,1,7494,59710,447466740,2.9,106278,0
4,9,1,2,2,3599,100168,360504632,2.5,163839,0
1,3,2,38,2,6089,105953,645147817,4.3,192201,8
4,4,6,43,2,1782,36623,65262186,1.7,198709,0
7,4,4,18,2,2565,100170,256936050,2.5,100505,10
7,3,2,17,2,2744,35383,97090952,1.6,133345,10
13,9,5,22,1,8937,34923,312106851,1.5,30781,1
11,2,3,10,2,3104,86772,269340288,2.7,161159,13
5,6,3,23,2,6990,79735,557347650,2.2,177553,4
9,7,2,6,2,2892,70223,203084916,2.4,32456,12
1,8,5,45,2,1162,116021,134816402,4.4,64277,8
10,1,6,42,2,2031,109378,222146718,2.1,195217,9
12,11,3,16,1,9914,45477,450858978,4.2,15012,3
11,1,1,16,2,4716,32026,151034616,3.9,48494,13
10,10,3,8,2,1033,88667,91593011,2.6,27808,9
11,1,1,14,1,9309,116608,1085503872,3.4,136111,13
11,7,3,3,1,9807,70535,691736745,3.1,92207,13
11,1,1,27,1,9932,114056,1132804192,1.9,192897,13
13,5,5,2,2,537,65366,35101542,4.7,16632,1
4,3,3,19,2,2498,115703,289026094,3.5,8217,0
5,3,6,43,2,2177,93416,203366632,4.6,158864,4
9,6,6,17,2,3206,81801,262254006,4.4,38147,12
4,4,2,24,2,1918,109011,209083098,1.8,43016,0
11,9,1,3,1,9627,81092,780672684,2.2,84467,13
2,6,1,19,1,8246,51520,424833920,2.0,62729,11
15,7,5,11,2,4287,49735,213213945,4.4,63728,6
10,2,1,23,2,5864,83167,487691288,4.5,107844,9
14,5,2,4,1,9533,76678,730971374,3.3,124837,14
6,6,5,17,1,8745,99927,873861615,1.9,46896,7
4,5,4,14,2,1796,76924,138155504,2.0,155175,0
12,9,4,22,2,1973,72937,143904701,4.3,26800,3
13,6,1,33,2,4609,40840,188231560,4.8,44501,1
1,8,5,40,2,177,35159,6223143,2.2,105264,8
8,5,6,12,2,2968,61812,183458016,1.5,70021,5
9,1,2,12,2,1892,86998,164600216,2.7,99647,12
14,9,6,23,1,9205,62516,575459780,1.6,55245,14
7,5,5,9,2,335,98749,33080915,4.4,73268,10
3,3,6,8,1,7370,96752,713062240,3.2,576,2
2,3,4,20,2,588,105554,62065752,3.7,105214,11
8,7,2,33,2,4278,84224,360310272,2.9,161739,5
6,4,2,6,2,499,95235,47522265,2.7,72258,7
14,11,1,35,2,3972,103056,409338432,2.3,180396,14
8,9,6,30,2,5009,113833,570189497,4.2,36951,5
14,2,4,19,2,1983,47631,94452273,3.9,88815,14
12,4,5,9,1,9193,118858,1092661594,2.8,87757,3
2,2,1,37,1,7267,82318,598204906,2.6,26660,11
6,9,3,11,1,9889,35200,348092800,1.5,157978,7
7,7,6,14,2,6198,61894,383619012,1.7,159182,10
11,4,5,39,1,9663,67892,656040396,3.7,123800,13
10,1,2,8,1,9959,101909,1014911731,3.3,199787,9
7,7,6,25,1,7967,72738,579503646,3.0,87109,10
11,10,2,46,2,971,100368,97457328,4.4,67250,13
3,9,3,10,2,4029,60203,242557887,3.3,25709,2
13,2,5,37,2,3505,40807,143028535,2.8,157862,1
5,10,4,3,2,1393,38450,53560850,2.1,180600,4
5,1,5,16,2,5167,35786,184906262,4.4,199709,4
5,1,3,38,2,5568,106589,593487552,3.5,37550,4
9,8,2,34,1,8957,69957,626604849,1.8,46129,12
4,10,5,23,1,8537,84588,722127756,3.8,75550,0
15,11,3,3,2,3712,41627,154519424,3.0,94408,6
1,9,2,43,1,7619,34564,263343116,4.3,25851,8
1,8,3,19,2,4446,73250,325669500,4.7,183087,8
4,8,5,22,1,9239,40543,374576777,3.6,27329,0
5,3,1,36,2,3133,79036,247619788,4.1,120756,4
10,1,6,17,1,7531,111629,840677999,1.7,114491,9
6,7,5,11,2,6617,36924,244326108,3.5,133166,7
2,6,1,19,2,4317,68958,297691686,4.1,147628,11
6,6,6,8,2,5781,78082,451392042,3.2,15488,7
2,3,2,3,1,8817,95560,842552520,3.6,141505,11
6,5,1,47,2,4375,67427,294993125,4.6,27254,7
15,10,5,27,2,1374,74133,101858742,2.2,140763,6
9,9,3,8,2,208,98902,20571616,1.8,143894,12
9,4,5,23,1,9968,40736,406056448,3.9,131987,12
5,6,4,7,2,963,47835,46065105,4.4,76192,4
3,4,2,22,2,4295,51830,222609850,4.5,16221,2
11,10,5,16,1,9255,30084,278427420,3.7,5349,13
3,6,3,47,2,4719,109145,515055255,4.4,45656,2
8,10,4,27,1,8015,68850,551832750,4.0,59439,5
9,5,3,14,2,4819,59694,287665386,1.8,61839,12
9,1,3,14,2,6269,80766,506322054,4.2,159333,12
7,3,6,14,1,9146,48979,447961934,2.1,194557,10
7,11,3,12,2,3044,92416,281314304,2.3,49146,10
11,11,3,27,1,8359,39580,330849220,2.9,119206,13
12,6,5,2,2,1838,106853,196395814,2.6,69766,3
8,3,2,3,2,3715,51588,191649420,2.6,101035,5
3,3,4,4,2,3850,59355,228516750,2.1,95568,2
10,4,6,47,1,7634,72816,555877344,2.5,191408,9
7,1,1,48,2,5839,119012,694911068,1.6,98407,10
10,7,3,36,2,4441,69322,307859002,3.2,167427,9
14,4,4,34,2,2009,109561,220108049,4.2,118156,14
7,8,6,18,1,8678,108677,943099006,4.5,36266,10
15,1,5,1,1,7618,90591,690122238,4.4,169867,6
12,6,4,8,2,2299,117490,270109510,3.0,51063,3
8,7,5,24,1,9933,76899,763837767,4.1,88013,5
13,7,4,34,2,4142,51804,214572168,2.5,91220,1
11,5,1,21,2,5213,55586,289769818,1.7,50464,13
14,5,4,46,1,8551,88012,752590612,3.9,139586,14
13,4,6,16,1,9006,79905,719624430,3.8,117510,1
8,5,5,28,2,6480,59395,384879600,4.3,88782,5
3,4,6,11,2,6078,97468,592410504,3.7,46598,2
5,2,3,33,2,6462,108861,703459782,2.0,40623,4
15,6,3,8,1,7889,73392,578989488,4.5,154329,6
8,8,5,43,1,7679,42239,324353281,3.7,135833,5
15,8,2,44,2,618,36293,22429074,4.3,122955,6
4,10,2,14,2,2084,93988,195870992,4.2,152179,0
15,5,6,6,2,4802,41837,200901274,2.5,21175,6
10,5,1,2,2,4766,116729,556330414,1.8,54636,9
4,11,5,39,2,6839,108867,744541413,2.1,75841,0
6,2,3,48,1,8478,74005,627414390,1.8,52327,7
13,8,1,12,2,1993,109772,218775596,2.4,196238,1
5,7,3,47,1,9842,64022,630104524,3.1,59102,4
4,1,1,18,1,7692,114997,884556924,4.7,124858,0
3,8,1,22,2,775,88747,68778925,4.6,156811,2
14,5,5,46,2,1317,70378,92687826,4.0,52357,14
8,1,2,46,1,8737,52284,456805308,1.6,59002,5
2,10,1,47,2,817,117713,96171521,2.7,52711,11
14,3,4,23,2,978,45145,44151810,3.9,188639,14
6,3,6,26,2,4401,86709,381606309,2.0,81545,7
14,1,5,24,1,8415,67878,571193370,4.3,185212,14
9,11,6,29,2,5429,58615,318220835,4.7,91544,12
3,8,2,16,2,6981,105252,734764212,2.7,103901,2
2,2,6,33,2,4064,38913,158142432,4.0,60124,11
4,4,6,3,2,5289,93584,494965776,2.0,133039,0
4,5,5,7,2,2064,59653,123123792,3.9,70998,0
4,11,2,10,2,6582,91957,605260974,1.6,19430,0
6,5,1,18,2,3597,63641,228916677,2.0,83383,7
10,6,2,6,1,7441,88214,656400374,4.0,17211,9
13,9,3,15,1,7480,60096,449518080,4.0,146310,1
8,8,6,37,2,1320,100854,133127280,3.7,159856,5
12,5,2,19,2,6044,64803,391669332,3.2,198523,3
1,10,5,27,1,9549,74801,714274749,3.9,167437,8
13,11,5,12,1,8566,61017,522671622,4.2,132964,1
6,10,1,11,2,6181,90174,557365494,4.9,18561,7
11,1,2,8,1,9742,72728,708516176,4.6,188094,13
3,4,4,31,2,257,101143,25993751,4.3,166692,2
8,9,5,43,2,2140,38350,82069000,3.9,116837,5
13,9,1,35,2,4379,31097,136173763,3.5,115949,1
5,1,6,22,1,8549,101483,867578167,1.9,18709,4
6,6,4,38,2,3272,55835,182692120,2.1,146245,7
9,7,1,2,2,6533,48370,316001210,4.4,78636,12
1,6,4,9,1,7812,100336,783824832,4.3,77809,8
9,3,2,33,2,2879,88407,254523753,3.7,111587,12
4,5,1,37,1,9265,76673,710375345,3.0,149252,0
1,11,4,8,1,8858,116123,1028617534,1.6,130713,8
13,6,4,22,2,3380,45031,152204780,2.6,26158,1
5,10,1,1,2,6190,53784,332922960,3.0,75606,4
4,5,1,43,2,3087,43118,133105266,3.2,105447,0
12,3,4,46,2,222,41973,9318006,4.8,179860,3
3,5,6,11,2,6211,33902,210565322,1.9,11640,2
11,6,3,30,1,7030,103575,728132250,3.3,188668,13
8,7,2,14,1,9574,106216,1016911984,2.8,116545,5
10,8,5,18,2,1877,61639,115696403,5.0,173825,9
9,7,5,11,2,3158,49399,156002042,4.5,110298,12
9,1,1,25,1,8802,53000,466506000,3.0,181037,12
4,7,4,23,2,6320,75014,474088480,5.0,142020,0
15,4,5,19,1,8744,85128,744359232,3.3,191240,6
1,8,5,10,2,1583,66017,104504911,2.1,94861,8
7,3,4,14,2,762,109925,83762850,3.4,138819,10
12,9,4,47,2,3831,30422,116546682,2.3,51904,3
8,9,4,40,2,1777,79992,142145784,3.7,25895,5
1,9,1,31,2,897,60342,54126774,4.8,146069,8
15,4,6,3,2,6817,38309,261152453,4.3,63502,6
14,8,1,45,2,4602,114959,529041318,2.5,142232,14
1,2,1,5,2,883,71493,63128319,2.5,173887,8
10,8,4,31,1,7901,76791,606725691,1.7,99999,9
8,4,2,2,2,3232,61608,199117056,2.5,38110,5
13,10,5,24,2,676,61119,41316444,1.8,191913,1
12,5,4,22,2,4354,36549,159134346,3.2,8848,3
15,1,2,29,2,2600,100126,260327600,4.0,72061,6
14,4,1,15,2,5134,62858,322712972,4.1,135841,14
3,10,1,42,1,9176,110653,1015351928,1.7,61486,2
2,10,6,32,2,1966,100704,197984064,2.7,4777,11
15,7,3,23,2,2847,103111,293557017,2.5,106033,6
2,5,1,48,1,7185,98675,708979875,1.9,176631,11
8,9,4,29,2,3954,119876,473989704,2.8,114796,5
9,6,3,22,2,2456,88105,216385880,2.5,3037,12
15,2,1,2,2,1167,86063,100435521,3.7,112653,6
3,6,5,44,2,3387,97710,330943770,4.6,120792,2
11,3,6,33,2,1762,32066,56500292,3.1,131650,13
4,4,4,41,1,9249,41921,387727329,4.1,6373,0
2,6,1,47,1,7698,65826,506728548,2.0,54716,11
4,2,2,8,2,4352,119962,522074624,4.6,143510,0
10,3,3,45,2,1698,111285,188961930,2.0,23062,9
11,7,2,18,1,8916,49657,442741812,2.2,69524,13
4,11,3,25,1,7187,65399,470022613,1.9,97195,0
6,6,1,30,2,1768,43251,76467768,2.6,141305,7
6,2,6,23,2,2809,71824,201753616,3.4,107908,7
14,3,3,22,2,4317,41024,177100608,5.0,134707,14
12,10,2,46,1,9572,93796,897815312,4.3,9416,3
9,2,3,16,1,7497,68228,511505316,2.8,90022,12
8,5,5,21,2,4931,111010,547390310,3.5,24085,5
15,9,2,25,2,1508,40927,61717916,3.7,210,6
7,2,2,23,1,7517,71851,540103967,4.4,8772,10
10,6,1,48,1,8625,84777,731201625,4.1,108227,9
2,5,3,2,1,9352,56840,531567680,3.5,130708,11
8,11,6,41,1,7301,51376,375096176,3.8,29316,5
11,9,1,10,2,3086,119451,368625786,4.1,171452,13
5,9,3,21,1,7583,115270,874092410,2.0,28902,4
6,6,5,21,1,9880,100786,995765680,2.2,54777,7
5,5,3,40,2,1760,101761,179099360,3.9,174809,4
3,9,4,21,1,9360,68667,642723120,4.5,5755,2
10,2,4,30,2,1464,40108,58718112,2.9,6666,9
7,10,3,22,1,8317,75381,626943777,4.9,67395,10
15,8,4,14,1,7242,52930,383319060,2.3,191344,6
14,10,3,3,2,2719,58677,159542763,3.0,24456,14
7,5,4,22,1,8681,46154,400662874,2.8,95581,10
10,9,6,39,1,7360,49900,367264000,4.8,10290,9
7,9,6,42,2,1991,37997,75652027,2.5,22073,10
10,1,2,25,2,3446,103429,356416334,3.1,88139,9
10,4,3,21,2,5391,58217,313847847,2.2,105141,9
1,2,6,23,2,1606,61252,98370712,3.3,87806,8
2,6,2,34,2,2378,61624,146541872,4.5,178224,11
13,3,2,23,2,3029,56937,172462173,2.6,44940,1
5,5,2,47,1,7794,98779,769883526,4.3,144106,4
13,7,6,14,2,6747,76798,518156106,4.7,187625,1
13,4,5,39,1,8760,44620,390871200,1.8,126740,1
13,7,2,30,1,8250,32784,270468000,4.1,142234,1
4,5,1,3,2,1424,88696,126303104,2.4,139076,0
6,4,5,13,1,7841,50045,392402845,2.1,88374,7
1,9,4,43,2,5598,77612,434471976,3.6,106068,8
15,4,2,46,1,7716,74165,572257140,4.0,112064,6
1,8,5,30,2,4411,58994,260222534,2.9,76815,8
9,1,4,29,2,5620,69846,392534520,1.6,55271,12
9,6,2,43,2,2708,53174,143995192,4.7,130453,12
4,3,6,20,2,5799,76382,442939218,4.1,15702,0
6,7,5,46,2,6145,33594,206435130,2.5,28819,7
7,4,6,21,2,5773,110530,638089690,3.2,172415,10
2,1,5,18,2,6739,31148,209906372,1.6,101808,11
6,4,4,21,2,3193,88737,283337241,2.7,101703,7
4,4,3,5,2,2166,65636,142167576,3.3,126765,0
10,6,4,46,2,6757,116989,790494673,3.3,195376,9
11,8,6,7,1,9632,69748,671812736,2.2,21864,13
2,8,5,5,2,6424,90435,580954440,4.2,100965,11
12,1,2,3,1,8580,31465,269969700,2.5,151028,3
5,11,3,3,2,6997,76088,532387736,3.5,145629,4
2,6,6,45,2,6833,100782,688643406,2.5,176701,11
4,7,2,41,2,1404,82874,116355096,3.0,182647,0
10,7,2,35,2,3443,86268,297020724,2.2,137336,9
10,2,3,30,1,9853,30889,304349317,3.7,153278,9
14,6,3,21,2,4167,95066,396140022,3.0,12447,14
13,7,3,16,2,1567,93400,146357800,1.6,155090,1
6,1,5,14,1,8561,46963,402050243,1.6,125196,7
10,11,5,22,2,6319,62931,397660989,3.1,121001,9
9,5,5,47,1,7308,92185,673687980,2.1,179159,12
13,9,4,48,2,5464,52382,286215248,3.5,109321,1
15,8,3,11,2,6037,36743,221817491,2.9,104622,6
11,4,3,13,2,2145,35878,76958310,3.8,15556,13
4,9,6,29,2,521,48752,25399792,4.8,99771,0
5,11,3,31,2,5175,56962,294778350,3.4,1468,4
6,3,2,12,2,5313,88233,468781929,4.3,51769,7
8,9,3,34,1,9345,62469,583772805,4.1,141561,5
9,10,1,28,2,6096,108735,662848560,4.7,73240,12
3,5,1,38,2,1975,47495,93802625,2.2,106054,2
12,4,1,44,2,5439,39494,214807866,4.4,76155,3
7,4,3,26,2,5147,51627,265724169,4.7,2877,10
10,6,4,42,2,235,71411,16781585,2.9,114236,9
8,4,5,29,1,8045,46424,373481080,2.6,166938,5
10,4,2,23,2,3164,88292,279355888,4.8,59178,9
2,10,1,45,1,7271,34280,249249880,3.7,51739,11
9,10,1,37,2,6689,95183,636679087,2.8,194324,12
2,7,2,30,1,9186,44127,405350622,4.3,49313,11
14,7,2,19,2,2706,34880,94385280,2.6,31828,14
2,7,5,17,2,1355,95656,129613880,2.1,37658,11
14,7,4,38,2,6465,91649,592510785,3.4,134926,14
12,11,5,1,2,6115,55516,339480340,3.5,115204,3
4,10,1,35,2,3863,118841,459082783,4.4,104720,0
14,1,6,6,2,2258,98830,223158140,3.1,55352,14
8,1,6,8,2,3874,57249,221782626,4.4,84280,5
13,11,1,12,1,9306,76115,708326190,2.6,80215,1
10,3,1,29,2,2588,77685,201048780,3.5,160639,9
7,7,2,11,2,6309,119081,751282029,2.2,63889,10
13,5,4,13,2,5511,86600,477252600,2.8,6126,1
5,1,2,8,1,9545,110440,1054149800,4.5,76073,4
4,2,2,42,2,437,106815,46678155,2.3,105412,0
2,10,1,20,2,3451,54115,186750865,4.3,122677,11
3,9,3,18,2,4199,48932,205465468,2.5,110223,2
5,1,5,27,2,6142,60530,371775260,1.6,196299,4
9,9,3,22,2,6193,114522,709234746,1.9,146320,12
14,8,1,1,2,2668,50758,135422344,4.1,35755,14
10,3,2,21,2,1564,57756,90330384,2.4,159008,9
11,5,3,24,2,2918,112752,329010336,3.8,168842,13
6,8,1,14,2,3083,78956,243421348,3.9,94375,7
8,6,2,6,2,2991,44337,132611967,2.7,67579,5
7,9,2,45,1,8642,80260,693606920,3.2,14500,10
1,5,2,2,2,4877,52104,254111208,2.9,192999,8
8,7,5,25,2,721,82356,59378676,4.8,22090,5
12,11,5,38,2,4788,50817,243311796,2.6,164379,3
11,8,2,18,2,4267,36043,153795481,2.1,113770,13
3,1,3,37,2,2951,47210,139316710,2.8,1693,2
6,3,4,18,2,777,59598,46307646,3.8,155250,7
11,11,2,30,1,9174,35973,330016302,3.9,7082,13
2,11,5,20,1,9729,68160,663128640,4.7,15071,11
14,1,4,26,2,4771,103490,493750790,4.6,142426,14
4,1,1,19,2,894,54502,48724788,2.5,138492,0
7,5,5,7,2,3788,90015,340976820,3.1,29447,10
15,8,2,13,2,1786,74495,133048070,4.1,123434,6
14,5,5,34,2,335,64169,21496615,4.7,183072,14
15,10,4,10,1,8572,45933,393737676,2.7,171574,6
5,1,1,26,1,8148,99486,810611928,3.1,158108,4
4,9,3,13,2,6616,76064,503239424,4.6,116751,0
6,10,3,15,2,2425,70414,170753950,2.8,91459,7
10,1,5,15,1,9696,76417,740939232,3.2,107499,9
1,1,1,44,2,5451,90986,495964686,4.7,13892,8
9,2,4,28,1,8791,112544,989374304,4.3,176274,12
13,4,6,45,2,2580,83315,214952700,2.4,57157,1
4,3,5,17,1,9148,66906,612056088,2.6,49693,0
14,5,2,44,2,638,108462,69198756,2.7,1051,14
7,7,6,41,2,879,55674,48937446,4.7,23308,10
13,3,3,43,2,6441,43018,277078938,5.0,59118,1
12,6,6,16,2,2227,94893,211326711,4.2,180290,3
12,5,4,24,2,5723,71212,407546276,3.2,142911,3
11,6,4,7,2,5816,68650,399268400,1.5,176697,13
13,4,2,43,2,4547,33604,152797388,3.9,37372,1
7,4,1,21,2,863,62331,53791653,2.9,101187,10
6,5,4,23,2,1341,54503,73088523,3.7,122633,7
5,3,1,43,2,952,77216,73509632,3.6,169394,4
15,11,3,15,2,329,71587,23552123,3.2,171776,6
11,8,5,19,2,1413,70170,99150210,4.8,42199,13
12,6,2,28,2,4597,83948,385908956,1.6,88579,3
9,10,1,48,2,6062,45758,277384996,4.0,44303,12
9,2,2,30,2,3452,97052,335023504,2.9,171718,12
14,10,2,33,2,1488,115411,171731568,4.0,168305,14
6,1,6,6,2,6807,38777,263955039,3.9,42520,7
10,3,2,42,2,4911,76510,375740610,1.5,81806,9
12,7,4,26,2,3788,49523,187593124,2.5,57736,3
3,6,1,11,1,9081,35750,324645750,2.2,5898,2
6,4,5,44,1,7571,91882,695638622,2.1,54324,7
5,7,4,44,2,5050,34971,176603550,4.0,135718,4
15,2,1,16,2,6053,87790,531392870,2.3,20438,6
7,3,1,1,2,6934,39423,273359082,3.2,164482,10
13,3,1,26,2,6547,109092,714225324,2.4,128514,1
12,6,3,5,1,8592,59038,507254496,3.5,15243,3
13,8,3,33,2,162,92328,14957136,4.0,31766,1
9,10,5,38,2,4815,112224,540358560,2.7,129957,12
7,8,1,21,1,9256,83734,775041904,3.6,189902,10
7,8,2,23,2,4486,114460,513467560,4.4,167126,10
7,8,6,47,2,6756,46480,314018880,1.8,85881,10
9,8,5,47,2,4596,114709,527202564,4.0,136232,12
5,5,2,16,2,5113,106362,543828906,2.6,30064,4
13,11,5,38,1,8293,92457,766745901,1.9,14909,1
8,8,6,17,1,7460,73337,547094020,3.4,5596,5
13,5,4,17,2,1715,67944,116523960,2.3,25938,1
2,10,1,42,2,4124,47801,197131324,4.4,22909,11
15,10,1,36,1,9861,99327,979463547,1.7,133078,6
3,7,1,42,2,1551,112298,174174198,1.8,96592,2
8,8,3,34,1,7634,94774,723504716,3.3,28680,5
15,10,2,36,2,3242,55757,180764194,3.6,133118,6
11,9,1,46,2,6998,44467,311180066,4.1,114108,13
6,6,4,29,2,1750,71476,125083000,2.4,117172,7
6,6,1,10,2,4910,40642,199552220,4.4,89959,7
1,6,4,1,1,8442,106088,895594896,4.8,18151,8
6,3,6,48,2,655,57380,37583900,3.2,54725,7
13,8,4,24,2,2736,104017,284590512,4.2,149774,1
9,7,4,20,2,4785,42682,204233370,3.3,127598,12
3,5,2,26,2,3984,92326,367826784,1.7,71941,2
10,4,3,39,2,6355,82036,521338780,2.6,78196,9
14,7,6,44,1,9701,75382,731280782,1.8,90606,14
1,3,4,29,1,8999,40698,366241302,5.0,95121,8
4,1,2,16,1,8994,117390,1055805660,2.3,15733,0
4,3,4,17,1,8620,48260,416001200,3.7,100977,0
14,1,4,39,2,4548,111234,505892232,2.5,83165,14
15,8,5,14,2,1894,95676,181210344,3.8,139986,6
14,9,2,48,2,6119,109453,669742907,2.2,191033,14
14,3,6,25,1,7748,55462,429719576,4.2,158043,14
4,1,2,38,2,1901,105029,199660129,1.9,192534,0
1,2,5,33,1,8863,98878,876355714,4.6,153626,8
11,2,4,25,2,4334,72658,314899772,4.4,75257,13
13,1,4,29,2,2098,43905,92112690,3.9,586,1
7,4,3,36,2,2951,101366,299131066,1.7,139133,10
6,10,3,6,2,4213,83790,353007270,2.2,52238,7
6,6,1,16,2,2303,67954,156498062,4.5,82309,7
9,9,4,47,2,6508,118290,769831320,1.9,187160,12
1,2,2,44,1,9301,64972,604304572,2.0,174070,8
9,1,2,27,2,696,97877,68122392,3.4,20510,12
10,9,5,23,2,1204,82046,98783384,2.5,74607,9
10,8,4,46,2,4389,91253,400509417,2.3,111383,9
9,6,2,47,2,1878,62878,118084884,3.5,143117,12
1,2,4,48,2,980,114879,112581420,2.8,175127,8
9,2,2,25,2,6254,73887,462089298,2.0,74820,12
6,1,3,23,2,122,100246,12230012,3.4,100974,7
8,5,3,38,2,5047,49771,251194237,2.9,93849,5
2,7,6,45,2,3539,117861,417110079,4.1,21499,11
4,2,5,25,1,7478,64860,485023080,1.9,153385,0
4,3,5,12,2,6759,36741,248332419,3.7,101989,0
3,5,4,26,2,4150,77697,322442550,3.0,130671,2
14,8,3,19,1,7225,114739,828989275,2.9,11823,14
2,1,2,47,2,5344,86611,462849184,2.3,123129,11
13,8,1,36,1,9583,59651,571635533,1.6,53042,1
1,6,1,9,1,8390,53635,449997650,4.5,69058,8
5,6,6,43,2,4623,47546,219805158,2.6,153203,4
2,10,6,10,2,5046,31664,159776544,3.9,3473,11
3,1,4,24,2,3601,31861,114731461,4.8,72789,2
10,10,4,25,2,5317,32831,174562427,3.5,3570,9
15,3,5,12,2,6796,96102,653109192,2.9,155675,6
14,2,2,25,2,3555,55780,198297900,2.4,109597,14
3,5,1,36,2,4036,87367,352613212,4.8,154625,2
7,3,1,26,2,4163,52078,216800714,3.9,119240,10
5,8,3,17,1,7515,93306,701194590,3.8,140736,4
1,5,3,31,2,5262,109937,578488494,3.0,150307,8
14,10,6,37,1,9765,69171,675454815,4.5,11768,14
13,1,4,6,2,2407,51415,123755905,4.0,73789,1
2,8,3,24,1,8821,72992,643862432,2.5,111541,11
10,11,3,42,2,3894,118018,459562092,3.6,137243,9
11,3,3,10,1,7963,94678,753920914,3.0,39199,13
8,6,2,33,1,9861,111544,1099935384,1.5,91321,5
7,6,1,33,1,7630,30891,235698330,4.3,25157,10
5,11,1,19,2,576,94412,54381312,1.9,126076,4
8,3,3,44,2,3453,95916,331197948,3.3,105622,5
14,5,4,16,2,5478,78116,427919448,2.7,10053,14
10,4,2,47,1,9656,67607,652813192,2.7,67451,9
10,1,5,4,2,4232,66740,282443680,3.2,125375,9
3,7,4,34,2,2842,86230,245065660,5.0,57813,2
4,1,1,16,2,5511,67850,373921350,2.9,73374,0
4,8,2,43,1,9243,37211,343941273,2.1,50194,0
2,2,3,8,2,3749,97214,364455286,3.6,77511,11
3,8,2,40,1,8854,85800,759673200,2.3,38919,2
6,6,5,1,2,3302,112410,371177820,1.9,14590,7
2,8,3,5,2,6422,35159,225791098,1.7,35135,11
6,3,3,33,2,2547,119882,305339454,1.6,194764,7
4,10,4,41,2,1796,74758,134265368,3.0,145021,0
3,11,1,18,1,8908,101117,900750236,3.0,32635,2
6,4,5,40,1,7496,110780,830406880,2.1,153460,7
7,1,2,28,1,8511,110808,943086888,4.2,140466,10
